Zone,Species,Time,ImageDate,SetVisitDate
63,Coyote,0.142,7/18/2020 3:24,7/1/2020
63,Coyote,0.276,7/23/2020 6:38,7/1/2020
63,Coyote,0.485,5/26/2018 11:38,5/24/2018
63,Coyote,0.485,5/26/2018 11:38,5/24/2018
63,Coyote,0.5,5/26/2018 12:00,5/24/2018
63,Coyote,0.5,5/26/2018 12:00,5/24/2018
63,Coyote,0.961,7/28/2019 23:04,7/5/2019
64,Coyote,0.942,8/12/2020 22:36,7/16/2020
65,Coyote,0.006,8/9/2019 0:09,8/4/2019
65,Coyote,0.082,9/23/2020 1:58,8/21/2020
65,Coyote,0.144,9/26/2020 3:27,8/21/2020
65,Coyote,0.144,9/26/2020 3:28,8/21/2020
65,Coyote,0.157,9/21/2020 3:46,8/21/2020
65,Coyote,0.158,9/21/2020 3:47,8/21/2020
65,Coyote,0.158,9/21/2020 3:47,8/21/2020
65,Coyote,0.158,9/21/2020 3:48,8/21/2020
65,Coyote,0.158,9/21/2020 3:48,8/21/2020
65,Coyote,0.159,9/21/2020 3:49,8/21/2020
65,Coyote,0.228,9/24/2020 5:28,8/21/2020
65,Coyote,0.228,9/24/2020 5:29,8/21/2020
65,Coyote,0.236,9/21/2020 5:40,8/21/2020
65,Coyote,0.237,9/21/2020 5:41,8/21/2020
65,Coyote,0.238,9/21/2020 5:42,8/21/2020
65,Coyote,0.238,6/18/2018 5:42,5/28/2018
65,Coyote,0.238,9/21/2020 5:43,8/21/2020
65,Coyote,0.238,9/21/2020 5:43,8/21/2020
65,Coyote,0.239,9/21/2020 5:44,8/21/2020
65,Coyote,0.27,9/21/2020 6:29,8/21/2020
65,Coyote,0.749,9/15/2020 17:58,8/21/2020
65,Coyote,0.942,6/14/2018 22:36,5/28/2018
65,Coyote,0.942,6/14/2018 22:36,5/28/2018
65,Coyote,0.942,6/14/2018 22:37,5/28/2018
66,Coyote,0.117,7/15/2018 2:49,6/27/2018
66,Coyote,0.28,7/9/2018 6:43,6/27/2018
66,Coyote,0.906,7/7/2018 21:45,6/27/2018
66,Coyote,0.917,7/9/2018 22:00,6/27/2018
67,Coyote,0.303,8/8/2018 7:16,7/19/2018
68,Coyote,0.054,9/6/2020 1:18,8/18/2020
68,Coyote,0.072,9/17/2020 1:44,8/18/2020
68,Coyote,0.103,7/27/2019 2:29,8/9/2019
68,Coyote,0.147,6/13/2018 3:32,5/16/2018
68,Coyote,0.151,8/30/2020 3:38,8/18/2020
68,Coyote,0.16,5/31/2018 3:51,5/16/2018
68,Coyote,0.161,5/31/2018 3:52,5/16/2018
68,Coyote,0.163,8/25/2019 3:55,8/9/2019
68,Coyote,0.174,8/26/2020 4:11,8/18/2020
68,Coyote,0.188,8/24/2020 4:30,8/18/2020
68,Coyote,0.197,8/31/2020 4:44,8/18/2020
68,Coyote,0.247,9/22/2020 5:55,8/18/2020
68,Coyote,0.858,8/6/2019 20:36,8/9/2019
68,Coyote,0.865,9/14/2020 20:46,8/18/2020
68,Coyote,0.865,9/14/2020 20:46,8/18/2020
68,Coyote,0.865,9/14/2020 20:46,8/18/2020
68,Coyote,0.869,9/7/2020 20:52,8/18/2020
68,Coyote,0.876,9/22/2020 21:02,8/18/2020
68,Coyote,0.881,8/1/2019 21:08,8/9/2019
68,Coyote,0.881,8/1/2019 21:09,8/9/2019
68,Coyote,0.889,9/18/2020 21:20,8/18/2020
68,Coyote,0.893,9/23/2020 21:26,8/18/2020
68,Coyote,0.899,9/14/2020 21:35,8/18/2020
68,Coyote,0.905,9/11/2020 21:43,8/18/2020
69,Coyote,0.076,6/8/2019 1:50,5/21/2019
69,Coyote,0.076,6/8/2019 1:50,5/21/2019
69,Coyote,0.077,6/8/2019 1:51,5/21/2019
69,Coyote,0.24,8/26/2018 5:46,8/7/2018
69,Coyote,0.241,8/26/2018 5:47,8/7/2018
69,Coyote,0.241,8/26/2018 5:47,8/7/2018
69,Coyote,0.242,8/26/2018 5:48,8/7/2018
69,Coyote,0.242,8/26/2018 5:48,8/7/2018
69,Coyote,0.242,8/26/2018 5:49,8/7/2018
69,Coyote,0.242,8/26/2018 5:49,8/7/2018
69,Coyote,0.243,8/26/2018 5:50,8/7/2018
69,Coyote,0.243,8/26/2018 5:50,8/7/2018
69,Coyote,0.244,8/26/2018 5:51,8/7/2018
69,Coyote,0.245,8/26/2018 5:53,8/7/2018
69,Coyote,0.246,8/26/2018 5:54,8/7/2018
69,Coyote,0.524,6/2/2019 12:35,5/21/2019
69,Coyote,0.684,6/8/2019 16:25,5/21/2019
69,Coyote,0.886,6/18/2020 21:16,5/22/2020
69,Coyote,0.91,8/28/2018 21:50,8/7/2018
69,Coyote,0.91,8/28/2018 21:51,8/7/2018
69,Coyote,0.957,5/26/2020 22:58,5/22/2020
70,Coyote,0.94,7/13/2019 22:33,6/26/2019
70,Coyote,0.949,6/16/2018 22:46,6/14/2018
71,Coyote,0.031,7/26/2019 0:44,7/16/2019
71,Coyote,0.076,7/27/2020 1:49,7/17/2020
71,Coyote,0.138,8/3/2020 3:18,7/17/2020
71,Coyote,0.919,7/23/2019 22:03,7/16/2019
71,Coyote,0.982,8/1/2020 23:34,7/17/2020
72,Coyote,0.01,7/25/2018 0:15,7/12/2018
72,Coyote,0.351,7/31/2018 8:26,7/12/2018
72,Coyote,0.4,7/24/2018 9:36,7/12/2018
72,Coyote,0.4,7/24/2018 9:36,7/12/2018
72,Coyote,0.401,7/24/2018 9:37,7/12/2018
72,Coyote,0.522,7/24/2018 12:31,7/12/2018
72,Coyote,0.522,7/24/2018 12:32,7/12/2018
72,Coyote,0.54,7/24/2018 12:58,7/12/2018
72,Coyote,0.769,7/26/2018 18:27,7/12/2018
72,Coyote,0.77,7/26/2018 18:29,7/12/2018
72,Coyote,0.815,7/23/2018 19:34,7/12/2018
72,Coyote,0.816,7/23/2018 19:35,7/12/2018
72,Coyote,0.853,7/22/2018 20:28,7/12/2018
72,Coyote,0.89,7/19/2018 21:21,7/12/2018
73,Coyote,0.131,8/18/2019 3:08,8/6/2019
73,Coyote,0.232,5/18/2018 5:34,5/15/2018
73,Coyote,0.242,5/18/2018 5:49,5/15/2018
73,Coyote,0.854,9/14/2020 20:30,8/21/2020
74,Coyote,0.003,9/11/2018 0:04,8/22/2018
74,Coyote,0.019,8/22/2018 0:28,8/22/2018
74,Coyote,0.028,7/24/2019 0:41,7/10/2019
74,Coyote,0.065,8/23/2018 1:34,8/22/2018
74,Coyote,0.088,7/11/2019 2:07,7/10/2019
74,Coyote,0.09,7/11/2019 2:10,7/10/2019
74,Coyote,0.101,8/22/2018 2:26,8/22/2018
74,Coyote,0.102,8/22/2018 2:27,8/22/2018
74,Coyote,0.128,7/14/2019 3:05,7/10/2019
74,Coyote,0.133,9/4/2018 3:11,8/22/2018
74,Coyote,0.135,8/8/2020 3:15,7/20/2020
74,Coyote,0.138,7/25/2019 3:18,7/10/2019
74,Coyote,0.203,7/11/2019 4:53,7/10/2019
74,Coyote,0.208,9/4/2018 4:59,8/22/2018
74,Coyote,0.209,7/13/2019 5:01,7/10/2019
74,Coyote,0.224,7/21/2019 5:22,7/10/2019
74,Coyote,0.227,7/17/2019 5:27,7/10/2019
74,Coyote,0.232,7/13/2019 5:34,7/10/2019
74,Coyote,0.235,7/13/2019 5:38,7/10/2019
74,Coyote,0.241,7/12/2019 5:47,7/10/2019
74,Coyote,0.248,9/16/2018 5:57,8/22/2018
74,Coyote,0.249,8/6/2019 5:58,7/10/2019
74,Coyote,0.277,7/30/2019 6:39,7/10/2019
74,Coyote,0.291,8/28/2018 6:59,8/22/2018
74,Coyote,0.297,9/13/2018 7:08,8/22/2018
74,Coyote,0.339,7/27/2019 8:08,7/10/2019
74,Coyote,0.339,9/7/2018 8:08,8/22/2018
74,Coyote,0.569,7/25/2019 13:40,7/10/2019
74,Coyote,0.72,9/17/2018 17:17,8/22/2018
74,Coyote,0.879,9/4/2018 21:06,8/22/2018
74,Coyote,0.882,7/11/2019 21:10,7/10/2019
74,Coyote,0.886,7/26/2019 21:16,7/10/2019
74,Coyote,0.888,8/31/2018 21:19,8/22/2018
74,Coyote,0.915,8/8/2020 21:57,7/20/2020
74,Coyote,0.955,8/23/2018 22:55,8/22/2018
74,Coyote,0.956,9/10/2018 22:57,8/22/2018
76,Coyote,0.033,7/31/2018 0:47,7/14/2018
76,Coyote,0.188,7/27/2018 4:31,7/14/2018
76,Coyote,0.933,8/8/2018 22:24,7/14/2018
77,Coyote,0.063,6/30/2018 1:31,6/14/2018
77,Coyote,0.064,6/25/2019 1:32,5/30/2019
77,Coyote,0.069,5/30/2019 1:40,5/30/2019
77,Coyote,0.071,6/30/2018 1:42,6/14/2018
77,Coyote,0.071,6/30/2018 1:42,6/14/2018
77,Coyote,0.229,6/1/2020 5:30,5/26/2020
77,Coyote,0.229,6/1/2020 5:30,5/26/2020
77,Coyote,0.86,6/19/2019 20:38,5/30/2019
77,Coyote,0.916,6/23/2019 21:59,5/30/2019
77,Coyote,0.924,6/23/2019 22:10,5/30/2019
77,Coyote,0.95,5/29/2020 22:48,5/26/2020
77,Coyote,0.952,5/30/2020 22:51,5/26/2020
77,Coyote,0.971,5/30/2019 23:18,5/30/2019
77,Coyote,0.985,5/29/2019 23:39,5/30/2019
78,Coyote,0.09,8/9/2020 2:09,8/5/2020
78,Coyote,0.093,7/9/2018 2:14,6/26/2018
78,Coyote,0.157,6/29/2018 3:46,6/26/2018
78,Coyote,0.176,7/1/2018 4:14,6/26/2018
79,Coyote,0.017,5/28/2019 0:24,5/22/2019
79,Coyote,0.044,8/29/2018 1:04,8/6/2018
79,Coyote,0.12,8/23/2018 2:53,8/6/2018
79,Coyote,0.152,6/10/2020 3:39,5/22/2020
79,Coyote,0.183,8/17/2018 4:23,8/6/2018
79,Coyote,0.191,8/29/2018 4:35,8/6/2018
79,Coyote,0.201,6/11/2019 4:50,5/22/2019
79,Coyote,0.205,6/7/2019 4:55,5/22/2019
79,Coyote,0.34,8/11/2018 8:10,8/6/2018
79,Coyote,0.353,8/23/2018 8:28,8/6/2018
79,Coyote,0.36,8/11/2018 8:39,8/6/2018
79,Coyote,0.498,8/22/2018 11:57,8/6/2018
79,Coyote,0.498,8/22/2018 11:57,8/6/2018
79,Coyote,0.499,8/22/2018 11:58,8/6/2018
79,Coyote,0.715,5/26/2020 17:10,5/22/2020
79,Coyote,0.716,5/26/2020 17:11,5/22/2020
79,Coyote,0.771,8/8/2018 18:30,8/6/2018
79,Coyote,0.799,5/29/2019 19:11,5/22/2019
79,Coyote,0.8,5/29/2019 19:12,5/22/2019
79,Coyote,0.81,8/8/2018 19:27,8/6/2018
79,Coyote,0.811,8/8/2018 19:28,8/6/2018
79,Coyote,0.828,8/7/2018 19:53,8/6/2018
79,Coyote,0.829,8/7/2018 19:54,8/6/2018
79,Coyote,0.89,6/12/2020 21:22,5/22/2020
79,Coyote,0.894,6/8/2019 21:28,5/22/2019
79,Coyote,0.905,6/12/2020 21:43,5/22/2020
79,Coyote,0.953,8/15/2018 22:52,8/6/2018
80,Coyote,0.075,7/7/2018 1:48,7/4/2018
81,Coyote,0.03,8/14/2020 0:43,7/17/2020
81,Coyote,0.09,7/25/2019 2:10,7/17/2019
81,Coyote,0.263,7/25/2019 6:19,7/17/2019
82,Coyote,0.181,6/2/2020 4:21,5/29/2020
82,Coyote,0.212,6/7/2020 5:05,5/29/2020
82,Coyote,0.292,6/8/2020 7:01,5/29/2020
82,Coyote,0.303,5/25/2018 7:16,5/17/2018
82,Coyote,0.435,6/8/2020 10:26,5/29/2020
82,Coyote,0.498,5/30/2018 11:57,5/17/2018
82,Coyote,0.522,6/8/2020 12:32,5/29/2020
82,Coyote,0.523,6/8/2020 12:33,5/29/2020
82,Coyote,0.847,6/12/2019 20:20,5/25/2019
82,Coyote,0.958,5/18/2018 23:00,5/17/2018
82,Coyote,0.984,6/3/2020 23:37,5/29/2020
83,Coyote,0.003,8/3/2018 0:05,7/13/2018
83,Coyote,0.006,8/1/2018 0:08,7/13/2018
83,Coyote,0.013,6/10/2019 0:19,5/30/2019
83,Coyote,0.019,6/14/2019 0:28,5/30/2019
83,Coyote,0.021,7/14/2018 0:30,7/13/2018
83,Coyote,0.046,7/14/2018 1:06,7/13/2018
83,Coyote,0.061,7/16/2018 1:28,7/13/2018
83,Coyote,0.062,7/14/2018 1:29,7/13/2018
83,Coyote,0.073,7/26/2018 1:45,7/13/2018
83,Coyote,0.083,6/8/2019 2:00,5/30/2019
83,Coyote,0.084,6/8/2019 2:01,5/30/2019
83,Coyote,0.094,7/14/2018 2:16,7/13/2018
83,Coyote,0.117,7/14/2018 2:49,7/13/2018
83,Coyote,0.122,6/21/2019 2:55,5/30/2019
83,Coyote,0.122,6/21/2019 2:56,5/30/2019
83,Coyote,0.147,7/30/2018 3:32,7/13/2018
83,Coyote,0.151,8/3/2018 3:37,7/13/2018
83,Coyote,0.151,8/3/2018 3:37,7/13/2018
83,Coyote,0.151,8/3/2018 3:38,7/13/2018
83,Coyote,0.151,8/3/2018 3:38,7/13/2018
83,Coyote,0.165,8/3/2018 3:58,7/13/2018
83,Coyote,0.165,8/3/2018 3:58,7/13/2018
83,Coyote,0.249,7/14/2018 5:58,7/13/2018
83,Coyote,0.275,8/3/2018 6:36,7/13/2018
83,Coyote,0.888,7/13/2018 21:18,7/13/2018
83,Coyote,0.888,7/13/2018 21:18,7/13/2018
83,Coyote,0.911,7/19/2018 21:52,7/13/2018
83,Coyote,0.912,7/19/2018 21:53,7/13/2018
83,Coyote,0.917,8/7/2018 22:01,7/13/2018
83,Coyote,0.918,8/7/2018 22:02,7/13/2018
83,Coyote,0.923,7/22/2018 22:09,7/13/2018
83,Coyote,0.937,7/16/2018 22:29,7/13/2018
83,Coyote,0.938,7/16/2018 22:31,7/13/2018
83,Coyote,0.961,7/25/2018 23:04,7/13/2018
83,Coyote,0.962,7/16/2018 23:05,7/13/2018
83,Coyote,0.965,7/13/2018 23:10,7/13/2018
83,Coyote,0.982,7/30/2018 23:34,7/13/2018
83,Coyote,0.983,7/30/2018 23:35,7/13/2018
83,Coyote,0.989,7/26/2018 23:44,7/13/2018
83,Coyote,0.999,6/21/2019 23:59,5/30/2019
84,Coyote,0.017,6/26/2018 0:24,6/11/2018
84,Coyote,0.094,6/15/2018 2:15,6/11/2018
84,Coyote,0.127,6/25/2018 3:03,6/11/2018
84,Coyote,0.165,7/6/2018 3:58,6/11/2018
84,Coyote,0.856,6/22/2018 20:32,6/11/2018
84,Coyote,0.954,6/26/2018 22:54,6/11/2018
84,Coyote,0.979,6/21/2018 23:30,6/11/2018
85,Coyote,0.071,7/22/2020 1:42,7/1/2020
86,Coyote,0.144,5/28/2019 3:27,5/24/2019
86,Coyote,0.21,6/17/2020 5:03,5/30/2020
86,Coyote,0.233,6/24/2020 5:36,5/30/2020
86,Coyote,0.246,6/17/2020 5:54,5/30/2020
86,Coyote,0.305,6/24/2020 7:19,5/30/2020
86,Coyote,0.886,6/3/2020 21:16,5/30/2020
86,Coyote,0.916,6/21/2018 21:59,6/14/2018
86,Coyote,0.917,5/31/2020 22:01,5/30/2020
88,Coyote,0.167,8/23/2020 4:01,8/18/2020
88,Coyote,0.328,9/27/2020 7:53,8/18/2020
88,Coyote,0.328,9/27/2020 7:53,8/18/2020
88,Coyote,0.329,9/27/2020 7:54,8/18/2020
90,Coyote,0.142,7/19/2019 3:24,6/29/2019
90,Coyote,0.155,7/4/2019 3:43,6/29/2019
90,Coyote,0.192,7/25/2020 4:37,7/18/2020
90,Coyote,0.397,7/28/2020 9:31,7/18/2020
90,Coyote,0.397,7/28/2020 9:31,7/18/2020
90,Coyote,0.492,7/28/2020 11:49,7/18/2020
90,Coyote,0.992,7/16/2019 23:49,6/29/2019
90,Coyote,0.994,7/16/2019 23:52,6/29/2019
91,Coyote,0.072,7/31/2018 1:43,7/16/2018
91,Coyote,0.075,6/16/2019 1:48,6/8/2019
91,Coyote,0.11,6/14/2020 2:39,5/26/2020
91,Coyote,0.11,6/14/2020 2:39,5/26/2020
91,Coyote,0.111,6/14/2020 2:40,5/26/2020
91,Coyote,0.163,6/17/2020 3:54,5/26/2020
91,Coyote,0.183,7/26/2018 4:24,7/16/2018
91,Coyote,0.183,7/26/2018 4:24,7/16/2018
91,Coyote,0.222,6/3/2020 5:19,5/26/2020
91,Coyote,0.903,6/19/2020 21:41,5/26/2020
91,Coyote,0.915,6/18/2020 21:57,5/26/2020
91,Coyote,0.942,5/27/2020 22:37,5/26/2020
91,Coyote,0.942,5/27/2020 22:37,5/26/2020
92,Coyote,0.025,8/3/2018 0:36,7/19/2018
92,Coyote,0.032,8/1/2018 0:46,7/19/2018
92,Coyote,0.068,7/21/2018 1:38,7/19/2018
92,Coyote,0.106,7/30/2018 2:32,7/19/2018
92,Coyote,0.19,7/16/2019 4:34,6/28/2019
92,Coyote,0.911,7/27/2018 21:52,7/19/2018
92,Coyote,0.917,8/5/2018 22:01,7/19/2018
92,Coyote,0.926,7/14/2020 22:13,7/9/2020
93,Coyote,0.283,6/10/2018 6:47,5/14/2018
93,Coyote,0.297,6/5/2018 7:07,5/14/2018
93,Coyote,0.317,6/5/2018 7:36,5/14/2018
93,Coyote,0.34,5/19/2018 8:09,5/14/2018
94,Coyote,0.022,8/2/2020 0:32,7/20/2020
94,Coyote,0.026,8/2/2020 0:38,7/20/2020
94,Coyote,0.051,8/7/2020 1:14,7/20/2020
94,Coyote,0.052,8/7/2020 1:15,7/20/2020
94,Coyote,0.099,8/7/2020 2:22,7/20/2020
94,Coyote,0.099,8/7/2020 2:22,7/20/2020
94,Coyote,0.15,8/7/2020 3:36,7/20/2020
94,Coyote,0.173,8/4/2020 4:09,7/20/2020
94,Coyote,0.18,8/4/2020 4:19,7/20/2020
94,Coyote,0.182,8/4/2020 4:22,7/20/2020
94,Coyote,0.182,8/4/2020 4:22,7/20/2020
94,Coyote,0.183,8/4/2020 4:23,7/20/2020
94,Coyote,0.2,9/12/2018 4:48,8/20/2018
94,Coyote,0.248,8/24/2018 5:57,8/20/2018
94,Coyote,0.249,8/3/2020 5:59,7/20/2020
94,Coyote,0.26,8/13/2020 6:15,7/20/2020
94,Coyote,0.675,9/11/2018 16:12,8/20/2018
94,Coyote,0.881,8/15/2020 21:08,7/20/2020
94,Coyote,0.881,8/15/2020 21:09,7/20/2020
94,Coyote,0.902,8/2/2020 21:39,7/20/2020
94,Coyote,0.933,8/4/2020 22:23,7/20/2020
94,Coyote,0.933,8/23/2018 22:24,8/20/2018
94,Coyote,0.934,8/23/2018 22:25,8/20/2018
94,Coyote,0.953,8/2/2020 22:53,7/20/2020
94,Coyote,0.999,8/3/2020 23:58,7/20/2020
95,Coyote,0.015,7/5/2020 0:22,7/1/2020
95,Coyote,0.059,7/11/2020 1:25,7/1/2020
95,Coyote,0.086,7/30/2018 2:04,7/5/2018
95,Coyote,0.101,7/21/2019 2:25,7/5/2019
95,Coyote,0.172,7/28/2018 4:08,7/5/2018
95,Coyote,0.18,7/24/2018 4:19,7/5/2018
95,Coyote,0.18,7/24/2018 4:19,7/5/2018
96,Coyote,0.218,6/12/2018 5:14,6/12/2018
96,Coyote,0.228,6/3/2020 5:28,5/24/2020
96,Coyote,0.878,6/30/2018 21:05,6/12/2018
96,Coyote,0.933,7/6/2018 22:23,6/12/2018
98,Coyote,0.009,6/3/2020 0:13,5/24/2020
98,Coyote,0.01,5/29/2020 0:14,5/24/2020
98,Coyote,0.089,6/21/2020 2:08,5/24/2020
98,Coyote,0.206,6/2/2020 4:56,5/24/2020
98,Coyote,0.208,6/2/2020 4:59,5/24/2020
98,Coyote,0.253,7/9/2018 6:05,6/11/2018
98,Coyote,0.746,6/28/2018 17:54,6/11/2018
98,Coyote,0.75,7/1/2018 18:00,6/11/2018
98,Coyote,0.769,7/6/2018 18:27,6/11/2018
98,Coyote,0.808,6/27/2018 19:23,6/11/2018
98,Coyote,0.846,7/4/2018 20:18,6/11/2018
98,Coyote,0.857,6/26/2018 20:34,6/11/2018
98,Coyote,0.874,7/4/2018 20:59,6/11/2018
98,Coyote,0.894,7/7/2018 21:27,6/11/2018
98,Coyote,0.956,6/8/2020 22:57,5/24/2020
98,Coyote,0.978,6/26/2018 23:29,6/11/2018
99,Coyote,0.083,5/24/2020 2:00,5/19/2020
99,Coyote,0.09,5/21/2020 2:10,5/19/2020
99,Coyote,0.09,5/21/2020 2:10,5/19/2020
99,Coyote,0.096,8/10/2018 2:18,8/9/2018
99,Coyote,0.146,5/21/2020 3:30,5/19/2020
99,Coyote,0.153,6/6/2019 3:41,5/21/2019
99,Coyote,0.204,5/22/2020 4:54,5/19/2020
99,Coyote,0.205,5/22/2020 4:55,5/19/2020
99,Coyote,0.219,5/27/2020 5:16,5/19/2020
99,Coyote,0.326,6/12/2019 7:50,5/21/2019
99,Coyote,0.444,5/28/2020 10:39,5/19/2020
99,Coyote,0.752,6/1/2020 18:03,5/19/2020
99,Coyote,0.905,5/31/2020 21:43,5/19/2020
99,Coyote,0.967,5/22/2020 23:13,5/19/2020
101,Coyote,0.042,8/13/2019 1:01,8/10/2019
101,Coyote,0.043,8/13/2019 1:02,8/10/2019
101,Coyote,0.209,9/6/2019 5:01,8/10/2019
101,Coyote,0.222,6/8/2018 5:19,5/16/2018
101,Coyote,0.398,8/21/2019 9:33,8/10/2019
101,Coyote,0.567,6/5/2018 13:36,5/16/2018
101,Coyote,0.774,8/23/2019 18:35,8/10/2019
101,Coyote,0.821,5/23/2018 19:42,5/16/2018
101,Coyote,0.976,8/11/2019 23:25,8/10/2019
102,Coyote,0.261,7/27/2018 6:16,6/29/2018
103,Coyote,0.015,8/19/2019 0:21,8/1/2019
103,Coyote,0.26,7/19/2018 6:15,7/3/2018
103,Coyote,0.758,8/17/2019 18:12,8/1/2019
103,Coyote,0.759,8/17/2019 18:13,8/1/2019
104,Coyote,0.01,6/13/2020 0:14,5/23/2020
104,Coyote,0.082,6/12/2020 1:58,5/23/2020
104,Coyote,0.128,7/20/2018 3:04,7/12/2018
104,Coyote,0.131,7/30/2018 3:08,7/12/2018
104,Coyote,0.131,7/30/2018 3:09,7/12/2018
104,Coyote,0.131,6/1/2019 3:09,5/27/2019
104,Coyote,0.131,8/6/2018 3:09,7/12/2018
104,Coyote,0.132,8/6/2018 3:10,7/12/2018
104,Coyote,0.133,7/29/2018 3:12,7/12/2018
104,Coyote,0.197,6/10/2020 4:43,5/23/2020
104,Coyote,0.27,7/23/2018 6:29,7/12/2018
106,Coyote,0.881,7/29/2020 21:09,7/11/2020
107,Coyote,0.024,5/31/2020 0:35,5/20/2020
107,Coyote,0.031,5/29/2020 0:45,5/20/2020
107,Coyote,0.033,6/12/2020 0:48,5/20/2020
107,Coyote,0.078,8/3/2018 1:53,7/10/2018
107,Coyote,0.078,8/3/2018 1:53,7/10/2018
107,Coyote,0.079,8/3/2018 1:54,7/10/2018
107,Coyote,0.097,6/3/2020 2:20,5/20/2020
107,Coyote,0.115,7/26/2018 2:46,7/10/2018
107,Coyote,0.115,7/26/2018 2:46,7/10/2018
107,Coyote,0.116,7/26/2018 2:47,7/10/2018
107,Coyote,0.135,5/28/2020 3:15,5/20/2020
107,Coyote,0.225,5/26/2020 5:24,5/20/2020
107,Coyote,0.23,6/8/2020 5:31,5/20/2020
107,Coyote,0.396,6/12/2020 9:30,5/20/2020
107,Coyote,0.398,8/4/2018 9:33,7/10/2018
107,Coyote,0.398,8/4/2018 9:33,7/10/2018
107,Coyote,0.801,7/11/2018 19:14,7/10/2018
107,Coyote,0.806,6/14/2020 19:21,5/20/2020
107,Coyote,0.811,8/2/2018 19:28,7/10/2018
107,Coyote,0.819,6/1/2020 19:39,5/20/2020
107,Coyote,0.944,5/28/2020 22:39,5/20/2020
108,Coyote,0.035,7/21/2018 0:51,7/19/2018
108,Coyote,0.069,7/24/2020 1:39,7/11/2020
108,Coyote,0.193,8/5/2020 4:38,7/11/2020
108,Coyote,0.25,8/6/2020 6:00,7/11/2020
108,Coyote,0.251,8/6/2020 6:02,7/11/2020
108,Coyote,0.882,7/24/2020 21:10,7/11/2020
108,Coyote,0.905,8/4/2020 21:43,7/11/2020
108,Coyote,0.908,8/7/2018 21:47,7/19/2018
108,Coyote,0.915,7/4/2019 21:57,6/27/2019
108,Coyote,0.938,6/30/2019 22:30,6/27/2019
109,Coyote,0.078,6/27/2019 1:52,5/30/2019
111,Coyote,0.074,6/30/2020 1:47,5/25/2020
111,Coyote,0.127,6/27/2020 3:03,5/25/2020
111,Coyote,0.172,6/6/2020 4:08,5/25/2020
111,Coyote,0.248,7/4/2020 5:57,5/25/2020
111,Coyote,0.928,5/31/2020 22:17,5/25/2020
111,Coyote,0.957,7/9/2020 22:58,5/25/2020
111,Coyote,0.962,6/26/2020 23:05,5/25/2020
111,Coyote,0.975,6/3/2020 23:24,5/25/2020
111,Coyote,0.976,6/3/2020 23:25,5/25/2020
111,Coyote,0.985,5/28/2020 23:39,5/25/2020
112,Coyote,0.01,6/17/2019 0:14,6/8/2019
112,Coyote,0.01,6/17/2019 0:15,6/8/2019
112,Coyote,0.01,6/17/2019 0:15,6/8/2019
112,Coyote,0.02,8/6/2018 0:29,7/16/2018
112,Coyote,0.021,8/6/2018 0:30,7/16/2018
112,Coyote,0.022,8/6/2018 0:31,7/16/2018
112,Coyote,0.022,8/6/2018 0:31,7/16/2018
112,Coyote,0.939,6/9/2019 22:32,6/8/2019
112,Coyote,0.942,6/9/2019 22:36,6/8/2019
112,Coyote,0.963,6/10/2019 23:06,6/8/2019
113,Coyote,0.156,7/25/2018 3:44,7/17/2018
113,Coyote,0.903,7/22/2020 21:41,7/6/2020
113,Coyote,0.917,7/29/2020 22:00,7/6/2020
113,Coyote,0.919,7/29/2020 22:04,7/6/2020
113,Coyote,0.92,7/29/2020 22:05,7/6/2020
113,Coyote,0.959,7/29/2020 23:01,7/6/2020
113,Coyote,0.96,7/11/2019 23:03,6/23/2019
113,Coyote,0.988,7/29/2020 23:43,7/6/2020
113,Coyote,0.99,7/26/2020 23:45,7/6/2020
114,Coyote,0.078,8/25/2019 1:52,8/24/2019
114,Coyote,0.237,6/22/2018 5:41,6/4/2018
115,Coyote,0.894,6/10/2018 21:27,5/24/2018
116,Coyote,0.022,7/5/2018 0:32,6/13/2018
116,Coyote,0.035,7/8/2018 0:50,6/13/2018
116,Coyote,0.058,6/18/2018 1:24,6/13/2018
116,Coyote,0.138,7/11/2018 3:19,6/13/2018
116,Coyote,0.178,6/15/2018 4:17,6/13/2018
116,Coyote,0.37,6/25/2018 8:53,6/13/2018
116,Coyote,0.926,6/13/2018 22:13,6/13/2018
116,Coyote,0.999,7/7/2018 23:59,6/13/2018
117,Coyote,0.059,5/21/2018 1:25,5/14/2018
117,Coyote,0.072,8/26/2020 1:43,8/21/2020
117,Coyote,0.076,9/3/2020 1:49,8/21/2020
117,Coyote,0.09,9/11/2020 2:09,8/21/2020
117,Coyote,0.163,9/4/2020 3:55,8/21/2020
117,Coyote,0.204,8/29/2020 4:54,8/21/2020
117,Coyote,0.205,8/25/2020 4:55,8/21/2020
117,Coyote,0.205,8/25/2020 4:55,8/21/2020
117,Coyote,0.282,5/19/2018 6:46,5/14/2018
117,Coyote,0.899,9/17/2020 21:34,8/21/2020
117,Coyote,0.91,9/25/2020 21:51,8/21/2020
117,Coyote,0.915,9/19/2020 21:58,8/21/2020
117,Coyote,0.92,8/24/2020 22:05,8/21/2020
117,Coyote,0.933,8/30/2020 22:23,8/21/2020
117,Coyote,0.934,9/16/2020 22:25,8/21/2020
117,Coyote,0.942,8/23/2020 22:36,8/21/2020
119,Coyote,0.131,8/13/2018 3:09,8/6/2018
119,Coyote,0.915,8/19/2018 21:57,8/6/2018
